year,month,day,hour,value
2012,3,20,8,159
2012,3,20,9,155
2012,3,20,10,166
2012,3,20,11,158
2012,3,20,12,107
2012,3,20,13,101
2012,3,20,14,129
2012,3,20,15,143
2012,3,20,16,104
2012,3,20,17,90
2012,3,20,18,79
2012,3,20,19,82
2012,3,20,20,94
2012,3,20,21,126
2012,3,20,22,133
2012,3,20,23,163
2012,3,21,0,187
2012,3,21,1,202
2012,3,21,2,201
2012,3,21,3,188
2012,3,21,4,193
2012,3,21,5,180
2012,3,21,6,193
2012,3,21,7,217
2012,3,21,8,252
2012,3,21,9,252
2012,3,21,10,262
2012,3,21,11,280
2012,3,21,12,308
2012,3,21,13,327
2012,3,21,14,336
2012,3,21,15,259
2012,3,21,16,241
2012,3,21,17,338
2012,3,21,18,338
2012,3,21,19,347
2012,3,21,20,355
2012,3,21,21,356
2012,3,21,22,393
2012,3,21,23,398
2012,3,22,0,407
2012,3,22,1,378
2012,3,22,2,246
2012,3,22,3,260
2012,3,22,4,354
2012,3,22,5,269
2012,3,22,6,306
2012,3,22,7,306
2012,3,22,8,282
2012,3,22,9,212
2012,3,22,10,116
2012,3,22,11,107
2012,3,22,12,94
2012,3,22,13,77
2012,3,22,14,78
2012,3,22,15,64
2012,3,22,16,69
2012,3,22,17,107
2012,3,22,18,106
2012,3,22,19,91
2012,3,22,20,71
2012,3,22,21,57
2012,3,22,22,50
2012,3,22,23,39
2012,3,23,0,37
2012,3,23,1,41
2012,3,23,2,37
2012,3,23,3,40
2012,3,23,4,50
2012,3,23,5,54
2012,3,23,6,56
2012,3,23,7,67
2012,3,23,8,81
2012,3,23,9,79
2012,3,23,10,18
2012,3,23,11,22
2012,3,23,12,18
2012,3,23,13,28
2012,3,23,14,15
2012,3,23,15,15
2012,3,23,16,11
2012,3,23,17,8
2012,3,23,18,10
2012,3,23,19,9
2012,3,23,20,10
2012,3,23,21,24
2012,3,23,22,20
2012,3,23,23,16
2012,3,24,0,14
2012,3,24,1,18
2012,3,24,2,26
2012,3,24,3,27
2012,3,24,4,27
2012,3,24,5,16
2012,3,24,6,12
2012,3,24,7,15
2012,3,24,8,15
2012,3,24,9,13
2012,3,24,10,19
2012,3,24,11,16
2012,3,24,12,20
2012,3,24,13,12
2012,3,24,14,12
2012,3,24,15,12
2012,3,24,16,10
2012,3,24,17,17
2012,3,24,18,8
2012,3,24,19,11
2012,3,24,20,17
2012,3,24,21,21
2012,3,24,22,46
2012,3,24,23,45
2012,3,25,0,31
2012,3,25,1,40
2012,3,25,2,11
2012,3,25,3,13
2012,3,25,4,15
2012,3,25,5,13
2012,3,25,6,16
2012,3,25,7,25
2012,3,25,8,22
2012,3,25,9,21
2012,3,25,10,22
2012,3,25,11,20
2012,3,25,12,21
2012,3,25,13,27
2012,3,25,14,33
2012,3,25,15,35
2012,3,25,16,35
2012,3,25,17,37
2012,3,25,18,50
2012,3,25,19,68
2012,3,25,20,83
2012,3,25,21,93
2012,3,25,22,115
2012,3,25,23,124
2012,3,26,0,118
2012,3,26,1,130
2012,3,26,2,118
2012,3,26,3,126
2012,3,26,4,128
2012,3,26,5,136
2012,3,26,6,152
2012,3,26,7,156
2012,3,26,8,148
2012,3,26,9,129
2012,3,26,10,131
2012,3,26,11,131
2012,3,26,12,133
2012,3,26,13,138
2012,3,26,14,144
2012,3,26,15,148
2012,3,26,16,147
2012,3,26,17,135
2012,3,26,18,134
2012,3,26,19,146
2012,3,26,20,204
2012,3,26,21,238
2012,3,26,22,237
2012,3,26,23,280
2012,3,27,0,280
2012,3,27,1,283
2012,3,27,2,250
2012,3,27,3,261
2012,3,27,4,235
2012,3,27,5,161
2012,3,27,6,139
2012,3,27,7,131
2012,3,27,8,152
2012,3,27,9,119
2012,3,27,10,87
2012,3,27,11,72
2012,3,27,12,49
2012,3,27,13,27
2012,3,27,14,26
2012,3,27,15,32
2012,3,27,16,31
2012,3,27,17,34
2012,3,27,18,42
2012,3,27,19,41
2012,3,27,20,56
2012,3,27,21,72
2012,3,27,22,95
2012,3,27,23,131
2012,3,28,0,117
2012,3,28,1,26
2012,3,28,2,16
2012,3,28,3,18
2012,3,28,4,3
2012,3,28,5,5
2012,3,28,6,40
2012,3,28,7,78
2012,3,28,8,97
2012,3,28,9,96
2012,3,28,10,62
2012,3,28,11,61
2012,3,28,12,58
2012,3,28,13,51
2012,3,28,14,59
2012,3,28,15,57
2012,3,28,16,48
2012,3,28,17,48
2012,3,28,18,41
2012,3,28,19,37
2012,3,28,20,32
2012,3,28,21,38
2012,3,28,22,47
2012,3,28,23,45
2012,3,29,0,47
2012,3,29,1,54
2012,3,29,2,66
2012,3,29,3,60
2012,3,29,4,69
2012,3,29,5,77
2012,3,29,6,80
2012,3,29,7,77
2012,3,29,8,77
2012,3,29,9,79
2012,3,29,10,87
2012,3,29,11,78
2012,3,29,12,64
2012,3,29,13,50
2012,3,29,14,36
2012,3,29,15,30
2012,3,29,16,23
2012,3,29,17,17
2012,3,29,18,16
2012,3,29,19,13
2012,3,29,20,10
2012,3,29,21,8
2012,3,29,22,10
2012,3,29,23,18
2012,3,30,0,15
2012,3,30,1,10
2012,3,30,2,7
2012,3,30,3,10
2012,3,30,4,7
2012,3,30,5,5
2012,3,30,6,7
2012,3,30,7,8
2012,3,30,8,10
2012,3,30,9,11
2012,3,30,10,13
2012,3,30,11,20
2012,3,30,12,22
2012,3,30,13,13
2012,3,30,14,16
2012,3,30,15,8
2012,3,30,16,12
2012,3,30,17,19
2012,3,30,18,13
2012,3,30,19,20
2012,3,30,20,30
2012,3,30,21,32
2012,3,30,22,34
2012,3,30,23,37
2012,3,31,0,40
2012,3,31,1,42
2012,3,31,2,42
2012,3,31,3,33
2012,3,31,4,11
2012,3,31,5,10
2012,3,31,6,10
2012,3,31,7,11
2012,3,31,8,10
2012,3,31,9,17
2012,3,31,10,18
2012,3,31,11,14
2012,3,31,12,21
2012,3,31,13,20
2012,3,31,14,21
2012,3,31,15,24
2012,3,31,16,29
2012,3,31,17,26
2012,3,31,18,27
2012,3,31,19,24
2012,3,31,20,27
2012,3,31,21,54
2012,3,31,22,54
2012,3,31,23,52
2012,4,1,0,39
2012,4,1,1,57
2012,4,1,2,55
2012,4,1,3,71
2012,4,1,4,65
2012,4,1,5,57
2012,4,1,6,54
2012,4,1,7,53
2012,4,1,8,82
2012,4,1,9,90
2012,4,1,10,78
2012,4,1,11,76
2012,4,1,12,79
2012,4,1,13,63
2012,4,1,14,56
2012,4,1,15,49
2012,4,1,16,40
2012,4,1,17,43
2012,4,1,18,38
2012,4,1,19,36
2012,4,1,20,43
2012,4,1,21,47
2012,4,1,22,54
2012,4,1,23,44
2012,4,2,0,28
2012,4,2,1,41
2012,4,2,2,31
2012,4,2,3,35
2012,4,2,4,45
2012,4,2,5,36
2012,4,2,6,28
2012,4,2,7,35
2012,4,2,8,38
2012,4,2,9,49
2012,4,2,10,46
2012,4,2,11,60
2012,4,2,12,52
2012,4,2,13,48
2012,4,2,14,52
2012,4,2,15,55
2012,4,2,16,64
2012,4,2,17,58
2012,4,2,18,55
2012,4,2,19,61
2012,4,2,20,63
2012,4,2,21,12
2012,4,2,22,11
2012,4,2,23,11
2012,4,3,0,11
2012,4,3,1,10
2012,4,3,2,8
2012,4,3,3,7
2012,4,3,4,8
2012,4,3,5,15
2012,4,3,6,17
2012,4,3,7,32
2012,4,3,8,20
2012,4,3,9,24
2012,4,3,10,26
2012,4,3,11,28
2012,4,3,12,34
2012,4,3,13,24
2012,4,3,14,39
2012,4,3,15,35
2012,4,3,16,32
2012,4,3,17,27
2012,4,3,18,10
2012,4,3,19,18
2012,4,3,20,19
2012,4,3,21,15
2012,4,3,22,27
2012,4,3,23,25
2012,4,4,0,18
2012,4,4,1,25
2012,4,4,2,25
2012,4,4,3,9
2012,4,4,4,9
2012,4,4,5,30
2012,4,4,6,19
2012,4,4,7,10
2012,4,4,8,11
2012,4,4,9,32
2012,4,4,10,22
2012,4,4,11,21
2012,4,4,12,21
2012,4,4,13,14
2012,4,4,14,18
2012,4,4,15,22
2012,4,4,16,18
2012,4,4,17,10
2012,4,4,18,11
2012,4,4,19,11
2012,4,4,20,10
2012,4,4,21,11
2012,4,4,22,11
2012,4,4,23,11
2012,4,5,0,19
2012,4,5,1,22
2012,4,5,2,23
2012,4,5,3,11
2012,4,5,4,9
2012,4,5,5,11
2012,4,5,6,12
2012,4,5,7,8
2012,4,5,8,17
2012,4,5,9,14
2012,4,5,10,13
2012,4,5,11,13
2012,4,5,12,31
2012,4,5,13,22
2012,4,5,14,25
2012,4,5,15,13
2012,4,5,16,17
2012,4,5,17,17
2012,4,5,18,13
2012,4,5,19,16
2012,4,5,20,12
2012,4,5,21,13
2012,4,5,22,27
2012,4,5,23,15
2012,4,6,0,15
2012,4,6,1,20
2012,4,6,2,20
2012,4,6,3,17
2012,4,6,4,24
2012,4,6,5,36
2012,4,6,6,37
2012,4,6,7,38
2012,4,6,8,44
2012,4,6,9,51
2012,4,6,10,49
2012,4,6,11,37
2012,4,6,12,37
2012,4,6,13,35
2012,4,6,14,28
2012,4,6,15,24
2012,4,6,16,21
2012,4,6,17,20
2012,4,6,18,32
2012,4,6,19,36
2012,4,6,20,28
2012,4,6,21,18
2012,4,6,22,21
2012,4,6,23,23
2012,4,7,0,18
2012,4,7,1,14
2012,4,7,2,27
2012,4,7,3,42
2012,4,7,4,46
2012,4,7,5,53
2012,4,7,6,52
2012,4,7,7,58
2012,4,7,8,53
2012,4,7,9,56
2012,4,7,10,53
2012,4,7,11,54
2012,4,7,12,63
2012,4,7,13,80
2012,4,7,14,92
2012,4,7,15,81
2012,4,7,16,76
2012,4,7,17,95
2012,4,7,18,87
2012,4,7,19,83
2012,4,7,20,124
2012,4,7,21,171
2012,4,7,22,151
2012,4,7,23,147
2012,4,8,0,160
2012,4,8,1,154
2012,4,8,2,123
2012,4,8,3,93
2012,4,8,4,92
2012,4,8,5,49
2012,4,8,6,42
2012,4,8,7,35
2012,4,8,8,33
2012,4,8,9,24
2012,4,8,10,91
2012,4,8,11,42
2012,4,8,12,20
2012,4,8,13,18
2012,4,8,14,23
2012,4,8,15,23
2012,4,8,16,22
2012,4,8,17,66
2012,4,8,18,17
2012,4,8,19,16
2012,4,8,20,27
2012,4,8,21,31
2012,4,8,22,47
2012,4,8,23,49
2012,4,9,0,63
2012,4,9,1,79
2012,4,9,2,80
2012,4,9,3,100
2012,4,9,4,111
2012,4,9,5,148
2012,4,9,6,150
2012,4,9,7,164
2012,4,9,8,164
2012,4,9,9,181
2012,4,9,10,183
2012,4,9,11,170
2012,4,9,12,171
2012,4,9,13,160
2012,4,9,14,163
2012,4,9,15,138
2012,4,9,16,119
2012,4,9,17,99
2012,4,9,18,108
2012,4,9,19,90
2012,4,9,20,70
2012,4,9,21,73
2012,4,9,22,79
2012,4,9,23,91
2012,4,10,0,81
2012,4,10,1,80
2012,4,10,2,91
2012,4,10,3,101
2012,4,10,4,107
2012,4,10,5,104
2012,4,10,6,94
2012,4,10,7,72
2012,4,10,8,68
2012,4,10,9,41
2012,4,10,10,45
2012,4,10,11,50
2012,4,10,12,62
2012,4,10,13,60
2012,4,10,14,54
2012,4,10,15,56
2012,4,10,16,56
2012,4,10,17,50
2012,4,10,18,49
2012,4,10,19,38
2012,4,10,20,32
2012,4,10,21,32
2012,4,10,22,51
2012,4,10,23,55
2012,4,11,0,37
2012,4,11,1,38
2012,4,11,2,13
2012,4,11,3,12
2012,4,11,4,9
2012,4,11,5,6
2012,4,11,6,7
2012,4,11,7,8
2012,4,11,8,10
2012,4,11,9,10
2012,4,11,10,29
2012,4,11,11,15
2012,4,11,12,14
2012,4,11,13,14
2012,4,11,14,14
2012,4,11,15,18
2012,4,11,16,15
2012,4,11,17,9
2012,4,11,18,8
2012,4,11,19,43
2012,4,11,20,22
2012,4,11,21,32
2012,4,11,22,40
2012,4,11,23,39
2012,4,12,0,45
2012,4,12,1,52
2012,4,12,2,51
2012,4,12,3,33
2012,4,12,4,49
2012,4,12,5,46
2012,4,12,6,57
2012,4,12,7,68
2012,4,12,8,47
2012,4,12,9,13
2012,4,12,10,40
2012,4,12,11,22
2012,4,12,12,16
2012,4,12,13,22
2012,4,12,14,13
2012,4,12,15,22
2012,4,12,16,24
2012,4,12,17,18
2012,4,12,18,17
2012,4,12,19,10
2012,4,12,20,19
2012,4,12,21,29
2012,4,12,22,28
2012,4,12,23,33
2012,4,13,0,51
2012,4,13,1,56
2012,4,13,2,84
2012,4,13,3,80
2012,4,13,4,77
2012,4,13,5,89
2012,4,13,6,63
2012,4,13,7,90
2012,4,13,8,91
2012,4,13,9,91
2012,4,13,10,86
2012,4,13,11,85
2012,4,13,12,58
2012,4,13,13,46
2012,4,13,14,29
2012,4,13,15,25
2012,4,13,16,22
2012,4,13,17,14
2012,4,13,18,22
2012,4,13,19,19
2012,4,13,20,20
2012,4,13,21,24
2012,4,13,22,34
2012,4,13,23,47
2012,4,14,0,50
2012,4,14,1,44
2012,4,14,2,56
2012,4,14,3,56
2012,4,14,4,63
2012,4,14,5,72
2012,4,14,6,76
2012,4,14,7,92
2012,4,14,8,101
2012,4,14,9,112
2012,4,14,10,111
2012,4,14,11,89
2012,4,14,12,51
2012,4,14,13,49
2012,4,14,14,29
2012,4,14,15,34
2012,4,14,16,36
2012,4,14,17,31
2012,4,14,18,22
2012,4,14,19,22
2012,4,14,20,34
2012,4,14,21,51
2012,4,14,22,63
2012,4,14,23,69
2012,4,15,0,79
2012,4,15,1,86
2012,4,15,2,84
2012,4,15,3,80
2012,4,15,4,83
2012,4,15,5,106
2012,4,15,6,114
2012,4,15,7,119
2012,4,15,8,139
2012,4,15,9,112
2012,4,15,10,84
2012,4,15,11,52
2012,4,15,12,35
2012,4,15,13,29
2012,4,15,14,27
2012,4,15,15,28
2012,4,15,16,24
2012,4,15,17,16
2012,4,15,18,115
2012,4,15,19,93
2012,4,15,20,75
2012,4,15,21,66
2012,4,15,22,68
2012,4,15,23,73
2012,4,16,0,56
2012,4,16,1,60
2012,4,16,2,20
2012,4,16,3,9
2012,4,16,4,8
2012,4,16,5,7
2012,4,16,6,22
2012,4,16,7,17
2012,4,16,8,15
2012,4,16,9,22
2012,4,16,10,22
2012,4,16,11,22
2012,4,16,12,21
2012,4,16,13,23
2012,4,16,14,23
2012,4,16,15,23
2012,4,16,16,40
2012,4,16,17,47
2012,4,16,18,38
2012,4,16,19,48
2012,4,16,20,56
2012,4,16,21,56
2012,4,16,22,63
2012,4,16,23,61
2012,4,17,0,70
2012,4,17,1,64
2012,4,17,2,73
2012,4,17,3,80
2012,4,17,4,86
2012,4,17,5,90
2012,4,17,6,90
2012,4,17,7,95
2012,4,17,8,101
2012,4,17,9,108
2012,4,17,10,130
2012,4,17,11,127
2012,4,17,12,128
2012,4,17,13,138
2012,4,17,14,121
2012,4,17,15,235
2012,4,17,16,168
2012,4,17,17,136
2012,4,17,18,163
2012,4,17,19,184
2012,4,17,20,164
2012,4,17,21,127
2012,4,17,22,116
2012,4,17,23,108
2012,4,18,0,105
2012,4,18,1,113
2012,4,18,2,121
2012,4,18,3,136
2012,4,18,4,138
2012,4,18,5,140
2012,4,18,6,141
2012,4,18,7,140
2012,4,18,8,144
2012,4,18,9,142
2012,4,18,10,145
2012,4,18,11,155
2012,4,18,12,160
2012,4,18,13,174
2012,4,18,14,178
2012,4,18,15,202
2012,4,18,16,213
2012,4,18,17,222
2012,4,18,18,219
2012,4,18,19,221
2012,4,18,20,225
2012,4,18,21,229
2012,4,18,22,73
2012,4,18,23,51
2012,4,19,0,50
2012,4,19,1,59
2012,4,19,2,70
2012,4,19,3,59
2012,4,19,4,61
2012,4,19,5,69
2012,4,19,6,77
2012,4,19,7,85
2012,4,19,8,97
2012,4,19,9,100
2012,4,19,10,109
2012,4,19,11,102
2012,4,19,12,102
2012,4,19,13,122
2012,4,19,14,125
2012,4,19,15,139
2012,4,19,16,154
2012,4,19,17,156
2012,4,19,18,158
2012,4,19,19,152
2012,4,19,20,148
2012,4,19,21,151
2012,4,19,22,157
2012,4,19,23,159
2012,4,20,0,164
2012,4,20,1,170
2012,4,20,2,174
2012,4,20,3,169
2012,4,20,4,183
2012,4,20,5,176
2012,4,20,6,183
2012,4,20,7,185
2012,4,20,8,149
2012,4,20,9,143
2012,4,20,10,157
2012,4,20,11,172
2012,4,20,12,194
2012,4,20,13,205
2012,4,20,14,177
2012,4,20,15,149
2012,4,20,16,90
2012,4,20,17,65
2012,4,20,18,89
2012,4,20,19,110
2012,4,20,20,118
2012,4,20,21,98
2012,4,20,22,82
2012,4,20,23,100
2012,4,21,0,129
2012,4,21,1,142
2012,4,21,2,148
2012,4,21,3,151
2012,4,21,4,147
2012,4,21,5,167
2012,4,21,6,185
2012,4,21,7,184
2012,4,21,8,154
2012,4,21,9,155
2012,4,21,10,168
2012,4,21,11,155
2012,4,21,12,181
2012,4,21,13,206
2012,4,21,14,202
2012,4,21,15,185
2012,4,21,16,156
2012,4,21,17,149
2012,4,21,18,159
2012,4,21,19,185
2012,4,21,20,200
2012,4,21,21,192
2012,4,21,22,161
2012,4,21,23,147
2012,4,22,0,150
2012,4,22,1,157
2012,4,22,2,143
2012,4,22,3,131
2012,4,22,4,116
2012,4,22,5,115
2012,4,22,6,116
2012,4,22,7,113
2012,4,22,8,115
2012,4,22,9,132
2012,4,22,10,144
2012,4,22,11,160
2012,4,22,12,167
2012,4,22,13,167
2012,4,22,14,162
2012,4,22,15,172
2012,4,22,16,160
2012,4,22,17,195
2012,4,22,18,201
2012,4,22,19,216
2012,4,22,20,235
2012,4,22,21,247
2012,4,22,22,257
2012,4,22,23,245
2012,4,23,0,217
2012,4,23,1,199
2012,4,23,2,203
2012,4,23,3,191
2012,4,23,4,188
2012,4,23,5,190
2012,4,23,6,222
2012,4,23,7,235
2012,4,23,8,230
2012,4,23,9,248
2012,4,23,10,258
2012,4,23,11,266
2012,4,23,12,281
2012,4,23,13,279
2012,4,23,14,278
2012,4,23,15,268
2012,4,23,16,272
2012,4,23,17,277
2012,4,23,18,280
2012,4,23,19,288
2012,4,23,20,303
2012,4,23,21,298
2012,4,23,22,307
2012,4,23,23,268
2012,4,24,0,157
2012,4,24,1,183
2012,4,24,2,208
2012,4,24,3,207
2012,4,24,4,195
2012,4,24,5,174
2012,4,24,6,173
2012,4,24,7,179
2012,4,24,8,187
2012,4,24,9,132
2012,4,24,10,60
2012,4,24,11,40
2012,4,24,12,34
2012,4,24,13,44
2012,4,24,14,48
2012,4,24,15,37
2012,4,24,16,38
2012,4,24,17,35
2012,4,24,18,45
2012,4,24,19,41
2012,4,24,20,43
2012,4,24,21,46
2012,4,24,22,29
2012,4,24,23,14
2012,4,25,0,13
2012,4,25,1,11
2012,4,25,2,9
2012,4,25,3,9
2012,4,25,4,12
2012,4,25,5,11
2012,4,25,6,11
2012,4,25,7,11
2012,4,25,8,10
2012,4,25,9,11
2012,4,25,10,18
2012,4,25,11,16
2012,4,25,12,15
2012,4,25,13,17
2012,4,25,14,13
2012,4,25,15,15
2012,4,25,16,12
2012,4,25,17,11
2012,4,25,18,8
2012,4,25,19,4
2012,4,25,20,6
2012,4,25,21,37
2012,4,25,22,69
2012,4,25,23,120
2012,4,26,0,45
2012,4,26,1,34
2012,4,26,2,28
2012,4,26,3,35
2012,4,26,4,62
2012,4,26,5,81
2012,4,26,6,75
2012,4,26,7,50
2012,4,26,8,51
2012,4,26,9,48
2012,4,26,10,53
2012,4,26,11,65
2012,4,26,12,88
2012,4,26,13,83
2012,4,26,14,76
2012,4,26,15,76
2012,4,26,16,62
2012,4,26,17,53
2012,4,26,18,65
2012,4,26,19,72
2012,4,26,20,78
2012,4,26,21,144
2012,4,26,22,163
2012,4,26,23,176
2012,4,27,0,143
2012,4,27,1,152
2012,4,27,2,160
2012,4,27,3,148
2012,4,27,4,134
2012,4,27,5,112
2012,4,27,6,108
2012,4,27,7,114
2012,4,27,8,107
2012,4,27,9,126
2012,4,27,10,99
2012,4,27,11,55
2012,4,27,12,55
2012,4,27,13,41
2012,4,27,14,21
2012,4,27,15,25
2012,4,27,16,29
2012,4,27,17,27
2012,4,27,18,30
2012,4,27,19,27
2012,4,27,20,30
2012,4,27,21,28
2012,4,27,22,30
2012,4,27,23,39
2012,4,28,0,41
2012,4,28,1,46
2012,4,28,2,72
2012,4,28,3,107
2012,4,28,4,141
2012,4,28,5,135
2012,4,28,6,108
2012,4,28,7,108
2012,4,28,8,98
2012,4,28,9,90
2012,4,28,10,79
2012,4,28,11,70
2012,4,28,12,83
2012,4,28,13,90
2012,4,28,14,106
2012,4,28,15,136
2012,4,28,16,114
2012,4,28,17,98
2012,4,28,18,97
2012,4,28,19,113
2012,4,28,20,160
2012,4,28,21,188
2012,4,28,22,183
2012,4,28,23,182
2012,4,29,0,203
2012,4,29,1,201
2012,4,29,2,195
2012,4,29,3,190
2012,4,29,4,194
2012,4,29,5,184
2012,4,29,6,224
2012,4,29,7,198
2012,4,29,8,198
2012,4,29,9,205
2012,4,29,10,205
2012,4,29,11,220
2012,4,29,12,200
2012,4,29,13,190
2012,4,29,14,166
2012,4,29,15,142
2012,4,29,16,141
2012,4,29,17,127
2012,4,29,18,120
2012,4,29,19,130
2012,4,29,20,176
2012,4,29,21,162
2012,4,29,22,170
2012,4,29,23,168
2012,4,30,0,121
2012,4,30,1,112
2012,4,30,2,107
2012,4,30,3,108
2012,4,30,4,111
2012,4,30,5,115
2012,4,30,6,122
2012,4,30,7,144
2012,4,30,8,166
2012,4,30,9,312
2012,4,30,10,174
2012,4,30,11,183
2012,4,30,12,179
2012,4,30,13,184
2012,4,30,14,168
2012,4,30,15,151
2012,4,30,16,155
2012,4,30,17,162
2012,4,30,18,189
2012,4,30,19,204
2012,4,30,20,227
2012,4,30,21,247
2012,4,30,22,256
2012,4,30,23,286
2012,5,1,0,267
2012,5,1,1,257
2012,5,1,2,259
2012,5,1,3,243
2012,5,1,4,210
2012,5,1,5,204
2012,5,1,6,215
2012,5,1,7,227
2012,5,1,8,186
2012,5,1,9,173
2012,5,1,10,163
2012,5,1,11,192
2012,5,1,12,280
2012,5,1,13,298
2012,5,1,14,199
2012,5,1,15,199
2012,5,1,16,156
2012,5,1,17,137
2012,5,1,18,78
2012,5,1,19,85
2012,5,1,20,112
2012,5,1,21,121
2012,5,1,22,78
2012,5,1,23,80
2012,5,2,0,74
2012,5,2,1,75
2012,5,2,2,72
2012,5,2,3,78
2012,5,2,4,91
2012,5,2,5,100
2012,5,2,6,115
2012,5,2,7,119
2012,5,2,8,120
2012,5,2,9,119
2012,5,2,10,124
2012,5,2,11,127
2012,5,2,12,118
2012,5,2,13,91
2012,5,2,14,85
2012,5,2,15,106
2012,5,2,16,90
2012,5,2,17,72
2012,5,2,18,68
2012,5,2,19,98
2012,5,2,20,90
2012,5,2,21,98
2012,5,2,22,114
2012,5,2,23,119
2012,5,3,0,126
2012,5,3,1,146
2012,5,3,2,139
2012,5,3,3,140
2012,5,3,4,112
2012,5,3,5,85
2012,5,3,6,80
2012,5,3,7,58
2012,5,3,8,61
2012,5,3,9,70
2012,5,3,10,57
2012,5,3,11,64
2012,5,3,12,57
2012,5,3,13,60
2012,5,3,14,46
2012,5,3,15,49
2012,5,3,16,45
2012,5,3,17,9
2012,5,3,18,18
2012,5,3,19,26
2012,5,3,20,19
2012,5,3,21,49
2012,5,3,22,91
2012,5,3,23,101
2012,5,4,0,99
2012,5,4,1,106
2012,5,4,2,123
2012,5,4,3,128
2012,5,4,4,132
2012,5,4,5,128
2012,5,4,6,90
2012,5,4,7,84
2012,5,4,8,82
2012,5,4,9,134
2012,5,4,10,133
2012,5,4,11,130
2012,5,4,12,145
2012,5,4,13,152
2012,5,4,14,137
2012,5,4,15,126
2012,5,4,16,126
2012,5,4,17,103
2012,5,4,18,80
2012,5,4,19,98
2012,5,4,20,116
2012,5,4,21,217
2012,5,4,22,116
2012,5,4,23,45
2012,5,5,0,50
2012,5,5,1,77
2012,5,5,2,150
2012,5,5,3,76
2012,5,5,4,69
2012,5,5,5,85
2012,5,5,6,94
2012,5,5,7,89
2012,5,5,8,108
2012,5,5,9,72
2012,5,5,10,107
2012,5,5,11,32
2012,5,5,12,98
2012,5,5,13,87
2012,5,5,14,39
2012,5,5,15,47
2012,5,5,16,212
2012,5,5,17,286
2012,5,5,18,205
2012,5,5,19,121
2012,5,5,20,46
2012,5,5,21,43
2012,5,5,22,50
2012,5,5,23,66
2012,5,6,0,68
2012,5,6,1,61
2012,5,6,2,62
2012,5,6,3,70
2012,5,6,4,80
2012,5,6,5,79
2012,5,6,6,104
2012,5,6,7,90
2012,5,6,8,102
2012,5,6,9,100
2012,5,6,10,118
2012,5,6,11,132
2012,5,6,12,110
2012,5,6,13,284
2012,5,6,14,96
2012,5,6,15,113
2012,5,6,16,142
2012,5,6,17,180
2012,5,6,18,141
2012,5,6,19,136
2012,5,6,20,95
2012,5,6,21,79
2012,5,6,22,48
2012,5,6,23,58
2012,5,7,0,57
2012,5,7,1,57
2012,5,7,2,64
2012,5,7,3,61
2012,5,7,4,73
2012,5,7,5,98
2012,5,7,6,76
2012,5,7,7,78
2012,5,7,8,84
2012,5,7,9,84
2012,5,7,10,76
2012,5,7,11,64
2012,5,7,12,87
2012,5,7,13,75
2012,5,7,14,76
2012,5,7,15,97
2012,5,7,16,105
2012,5,7,17,96
2012,5,7,18,110
2012,5,7,19,146
2012,5,7,20,134
2012,5,7,21,113
2012,5,7,22,98
2012,5,7,23,84
2012,5,8,0,71
2012,5,8,1,65
2012,5,8,2,59
2012,5,8,3,77
2012,5,8,4,78
2012,5,8,5,76
2012,5,8,6,99
2012,5,8,7,91
2012,5,8,8,135
2012,5,8,9,120
2012,5,8,10,112
2012,5,8,11,109
2012,5,8,12,100
2012,5,8,13,81
2012,5,8,14,83
2012,5,8,15,73
2012,5,8,16,73
2012,5,8,17,71
2012,5,8,18,71
2012,5,8,19,57
2012,5,8,20,69
2012,5,8,21,80
2012,5,8,22,84
2012,5,8,23,77
2012,5,9,0,71
2012,5,9,1,95
2012,5,9,2,136
2012,5,9,3,105
2012,5,9,4,99
2012,5,9,5,105
2012,5,9,6,108
2012,5,9,7,125
2012,5,9,8,166
2012,5,9,9,154
2012,5,9,10,124
2012,5,9,11,146
2012,5,9,12,146
2012,5,9,13,99
2012,5,9,14,75
2012,5,9,15,65
2012,5,9,16,124
2012,5,9,17,102
2012,5,9,18,79
2012,5,9,19,82
2012,5,9,20,91
2012,5,9,21,96
2012,5,9,22,131
2012,5,9,23,125
2012,5,10,0,148
2012,5,10,1,142
2012,5,10,2,153
2012,5,10,3,163
2012,5,10,4,166
2012,5,10,5,184
2012,5,10,6,312
2012,5,10,7,195
2012,5,10,8,168
2012,5,10,9,166
2012,5,10,10,164
2012,5,10,11,160
2012,5,10,12,166
2012,5,10,13,177
2012,5,10,14,165
2012,5,10,15,171
2012,5,10,16,172
2012,5,10,17,164
2012,5,10,18,161
2012,5,10,19,164
2012,5,10,20,152
2012,5,10,21,204
2012,5,10,22,209
2012,5,10,23,228
2012,5,11,0,247
2012,5,11,1,265
2012,5,11,2,263
2012,5,11,3,207
2012,5,11,4,153
2012,5,11,5,152
2012,5,11,6,141
2012,5,11,7,144
2012,5,11,8,153
2012,5,11,9,137
2012,5,11,10,128
2012,5,11,11,126
2012,5,11,12,123
2012,5,11,13,116
2012,5,11,14,122
2012,5,11,15,142
2012,5,11,16,143
2012,5,11,17,144
2012,5,11,18,152
2012,5,11,19,153
2012,5,11,20,148
2012,5,11,21,149
2012,5,11,22,137
2012,5,11,23,138
2012,5,12,0,138
2012,5,12,1,152
2012,5,12,2,143
2012,5,12,3,139
2012,5,12,4,124
2012,5,12,5,123
2012,5,12,6,131
